volume,image_number,head,entry,topic,xref,see,index,item,selection,full_image
Volume 1,454,,Error,Error,fault|infallibility|mistake|vagabonds|759 [PAGE_MISSING],,error,#item-fbe8e139a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/753,2250,2965,609/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/full/full/0/default.jpg
Volume 1,454,,Eternity,Eternity,Always|Immortality|1142 [Eternity],,eternity,#item-d1772fc49,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/771,2746,2954,642/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/full/full/0/default.jpg
Volume 1,454,,Examination,Examination,proof|47 [Try & Prove all things]|Self-examination|1416 [To Examine],,examination,#item-3baec17f6,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/783,3300,2976,674/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/full/full/0/default.jpg
Volume 1,454,,Example,Example,Imitation|290 [for Example],,example,#item-c5b1d56a6,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/687,3900,3070,543/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/full/full/0/default.jpg
Volume 1,454,,Excuse,Excuse,756 [PAGE_MISSING],,excuse,#item-93f4f440a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/703,4364,3055,695/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0453/full/full/0/default.jpg
Volume 1,455,,Execution,Execution,,,execution,#item-a147ed4b8,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/349,229,3132,376/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Exercise,Exercise,1345 [Exercise],,exercise,#item-d845c95d0,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/384,547,3103,303/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Exorcism,Exorcism,1541 [Conjuring]|1551 [Gafers],,exorcism,#item-a42a0b906,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/378,797,3102,310/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Experience,Experience,Skill|1345 [Experience],,experience,#item-5d82b5199,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/375,1067,3107,629/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,External appearance,External appearance,Seeming|Shape|437 [External Appearance],,external appearance,#item-e1e329d42,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/359,1596,3109,481/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,External conversation,External conversation,Conversation,,external conversation,#item-501034b2c,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/416,1978,3054,285/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Extern : Worship,External Worship,will-Worship|207 [Outside religion],,external worship,#item-287033ba0,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/402,2395,3034,900/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Eye,Eye,757 [PAGE_MISSING],,eye,#item-a6db77dc0,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/399,3236,3012,505/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,lust of the eye,lust of the eye,epicurism,,eye lust,#item-992a5ce4c,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/409,3684,3025,456/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Fable,Fable,Romance|talker of trifles|1405 [Fable],,Fables,#item-85b695d6a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/371,4101,3081,488/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,455,,Faintheartedness,Faintheartedness,Coward|2366 [Fainthearted],,fainthearted,#item-335e81f7c,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/406,4528,3024,546/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0454/full/full/0/default.jpg
Volume 1,456,,Fair words,Fair words,eloquence|2370 [Fair Words],,fair words,#item-a3c193e9f,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/747,220,3022,572/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Faith,Faith,unbelief|397 [Faith],,Faith,#item-597a8bcb7,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/761,713,3003,624/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Faithfulness,Faithfulness,Treachery,,faithfulness,#item-d0ddf2293,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/759,1234,2987,537/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Fall,Fall,Strappado|10 [After high floods (: come :) low ebbs]|983 [Fall],,fall,#item-ce4db9693,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/715,1785,3050,479/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Falshood,Falshood,Hypocrisie|false Comfort|craftiness|Simulation|979 [Falsehood],,falshood,#item-eeba60407,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/727,2187,3011,693/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Farewell,Farewell,Departure|Banishmt|675 [Farewell],,farewel,#item-b17b8e943,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/769,2745,2987,562/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Fashion of the Country,Fashion of the Country,1386 [Fashion of the Country],,fashion of the Country,#item-4be979543,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/774,3189,2909,587/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Fasting,Fasting|Fasting days,876 [Fasting],,fasting,#item-00a250c48,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/775,3724,2998,427/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Fate,Fate,1243 [Fate],,fate,#item-60683e6ab,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/748,4082,3017,355/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Fatness,Fatness,636 [Fatness],,fatness,#item-f495cc04a,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/749,4303,3010,445/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 1,456,,Fault,Fault,Error|956 [Failings of good men],,fault,#item-3e32c3b6e,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/746,4581,3002,449/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/full/0/default.jpg
Volume 2,11,,Favour,Favour,Disfavour|1359 [Favour],,favour & disfavour,#item-89fc7f3f5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/413,254,3026,514/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Fear,Fear,Coward|fainthearted|Terrour|203 [Fear],,fear,#item-c9de27b2b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/413,712,3049,495/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Feasts,Feasts,Sunday|1093 [holy days],,"feast, i.e. holy day",#item-e37c358a2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/441,1161,3026,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Feast,Feast,165 [Feast],,"feast, i.e. banquet",#item-00b892f8c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/427,1543,3035,453/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Fever,Fever,2099 [Fever],,fever,#item-015746612,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/408,1964,3026,311/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Fewness,Fewness,Rarity,,fewness,#item-5113dc0b5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/394,2242,2993,476/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Fire,Fire,Incendiary|Coal|1152 [Fire],,fire,#item-c2d913b30,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/418,2733,3031,424/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,First,First,Beginning,,first,#item-b922f4d19,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/394,3130,3012,533/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Firstborn,Firstborn,2163 [Birth-right],,firstborn,#item-024c28ee8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/399,3649,3026,406/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Fish,Fish,Eel|1646 [Fish],,fish,#item-499282970,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/422,4004,3007,354/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,11,,Flattery,Flattery,Plausible Popularity|810 [PAGE_MISSING],,flattery,#item-c9615b60f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/400,4329,3034,749/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg
Volume 2,12,,Flea,Flea,,,flea,#item-7875404b6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/790,261,2963,249/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Flesh,Flesh,522 [Flesh],,flesh,#item-a82bff2a3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/790,464,2963,413/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Flies,Flies,1002 [Flies],,flie,#item-4b9a56ee5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/750,767,3019,403/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Flight,Flight,660 [Flight],,flight,#item-f62671716,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/708,991,3051,589/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Flower,Flower,,,flower,#item-f5f1c5829,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/622,1446,3152,530/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Fontanell,Fontanell,,,fontanell,#item-74981c1af,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/778,1996,2951,331/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Fool,Fool,buffoon|dotage|804 [PAGE_MISSING]|1159 [Folly],,fool & folly,#item-7fc3b2c36,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/704,2203,3067,994/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Foot,Foot,1444 [Riches],,foot,#item-ecd9550b0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/732,3075,2999,368/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Forbearance,Forbearance,Longsufferance|1669 [Langer],,forbearance,#item-798ba6561,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/680,3265,3063,583/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Forbidden things,Forbidden things,Com[m]andmt|Prohibitions,,forbidden things,#item-cbb26127e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/779,3707,2941,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Force,Force,1049 [Persecution],,force,#item-05b93e1d2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/674,4146,3109,526/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,12,,Forgetfulness,Forgetfulness,memory|697 [Forgetfulness],,forgetfulness,#item-f6cafa35f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/763,4611,2978,469/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg
Volume 2,13,,Fort,Fort,298 [Fortress],,fort,#item-6e4f34fff,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/381,193,3064,390/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Fortune,Fortune,Happiness|1159 [Folly],,fortune,#item-7b80a010f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/371,481,3075,408/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Foundation,Foundation,1011 [Ground & Foundation],,foundation,#item-27f0de06e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/386,832,3073,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Fox,Fox,,,fox,#item-9a38b61b5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/370,1228,3076,217/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Fraud,Fraud,Craftiness|Stratagem|Seducing|384 [Fraud],,fraud,#item-ddc5b9956,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/362,1452,3059,522/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Free will,Free will,Resistance,,free will,#item-6498701ba,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/330,1965,3090,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,French,French,1288 [French],,french,#item-a2c7ebd98,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/386,2178,3000,310/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Friendship,Friendship,familiarity|1 [Familiarity]|429 [Friendship],,friendship,#item-5f9c379a0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/397,2397,3028,702/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Frog,Frog,2228 [Frog & Toad],,frog,#item-cb5b79838,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/433,3043,2984,297/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Fruit,Fruit,2242 [Fruits],,fruit,#item-665e1b38d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/419,3262,2967,349/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Fruitfulness,Fruitfulness,,,fruitful,#item-5135f6a4b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/414,3547,3006,583/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Funeral,Funeral,Burial|1071 [Funeral Comendation],,funeral Com[m]endations,#item-3a9898913,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/409,4068,3019,385/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,13,,Future,Future,1421 [Future],,future,#item-bc91c9cd4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/401,4380,3009,655/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg
Volume 2,14,,Garden,Garden,1890 [PAGE_MISSING],,garden,#item-a287d6012,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/774,218,2999,501/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Garden Garlick,Garden Garlick,685 [Garlick],,garlick,#item-d6a50bdc4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/740,592,3062,192/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Gentleness,Gentleness,Civility|Humanity|Moderation|1206 [Gentleness],,gentleness,#item-271a74ff6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/786,657,2983,580/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Germany,Germany,1378 [Germany],,Germany,#item-ae0fcaf74,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/764,1111,3027,494/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Holy Ghost,Holy Ghost,Spirit|1012 [h. Ghost]|Unction|Inspiration,,h. Ghost,#item-0bb65b876,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/757,1440,2995,633/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Gift,Gift,alms|liberality|Bribe|506 [Gift],,gift,#item-a7f1c4050,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/742,1943,3037,517/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Glass,Glass,Lookingglass|612 [Bottle]|1655 [Glass],,glass,#item-88581f002,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/743,2374,2996,458/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Glory,Glory,Honour|renown,,glory,#item-827f53539,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/785,2714,2953,343/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Gloss,Gloss,Interpretation|Tradition|121 [Gloss],,gloss,#item-896e75d1c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/759,3073,2989,526/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,Goat,Goat,,,goat,#item-637b1b7c1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/762,3506,2895,291/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,God,God,310 [Gods],,God,#item-be3678adc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/776,3713,2941,760/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
Volume 2,14,,God's blessings,God's blessings,,,God's blessings,#item-501e61424,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/754,4330,2940,676/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg
