volume,image_number,head,entry,topic,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri
Volume 3,11,Cain,1520 [Cain],,,,,,,#item-b661107ba,,Head: Cain|Entry: 1520 [Cain]|#item-b661107ba,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1571,339,424,70/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494083914
Volume 3,11,cake,726 [PAGE_MISSING],,,,,,,#item-9c2a5b2f3,,Head: cake|Entry: 726 [PAGE_MISSING]|#item-9c2a5b2f3,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1572,353,381,113/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494105755
Volume 3,11,calf,2172 [Calf],,,,,cattle,,#item-72ad4b4e4,,Head: calf|See: cattle|Entry: 2172 [Calf]|#item-72ad4b4e4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1571,449,648,104/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494249871
Volume 3,11,calling,a|904 [Calling]|953 [Call],,,,,,,#item-cab4f8c68,,Head: calling|Entry: a|Entry: 904 [Calling]|Entry: 953 [Call]|#item-cab4f8c68,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1581,512,666,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494365199
Volume 3,11,calling to the ministry,904 [Calling]|2261 [Call],,,,,,,#item-33e36a803,,Head: calling to the ministry|Entry: 904 [Calling]|Entry: 2261 [Call]|#item-33e36a803,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1575,578,719,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494492728
Volume 3,11,calm,1471 [a Calm],,,,,,,#item-56309a878,,Head: calm|Entry: 1471 [a Calm]|#item-56309a878,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1565,853,450,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494647773
Volume 3,11,calvinists,798 [PAGE_MISSING],,,,,,,#item-d9a4a2198,,Head: calvinists|Entry: 798 [PAGE_MISSING]|#item-d9a4a2198,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1566,973,563,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494674330
Volume 3,11,calumny,653 [Slander]|2050 [Slander],,,,,,,#item-d3e723fa6,,Head: calumny|Entry: 653 [Slander]|Entry: 2050 [Slander]|#item-d3e723fa6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1560,1099,679,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494771488
Volume 3,11,Cambridge,4587 [PAGE_MISSING],,,,,,,#item-ea5a0e4ac,,Head: Cambridge|Entry: 4587 [PAGE_MISSING]|#item-ea5a0e4ac,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1572,1174,508,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494808983
Volume 3,11,camphire,740 [PAGE_MISSING],,,,,,,#item-8495960fb,,Head: camphire|Entry: 740 [PAGE_MISSING]|#item-8495960fb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1572,1240,523,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494837299
Volume 3,11,can,,,,,,pot,,#item-00c3a7dea,,Head: can|See: pot|#item-00c3a7dea,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1575,1358,424,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494854335
Volume 3,11,I can,,,,,,ability,,#item-be85b56f5,,Head: I can|See: ability|#item-be85b56f5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1568,1449,594,128/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494984078
Volume 3,11,Canaanites,1901 [Canaanites],,,,,,,#item-2548a2973,,Head: Canaanites|Entry: 1901 [Canaanites]|#item-2548a2973,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1580,1541,524,76/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495052115
Volume 3,11,canary bird,a,,,,,,,#item-3bcf6fab4,,Head: canary bird|Entry: a|#item-3bcf6fab4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1571,1560,540,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495075763
Volume 3,11,I can not,4597 [PAGE_MISSING],,,,,,,#item-7c30b188a,,Head: I can not|Entry: 4597 [PAGE_MISSING]|#item-7c30b188a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1577,1651,459,98/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495123983
Volume 3,11,to cancel,861 [PAGE_MISSING],,,,,,,#item-9fad98617,,Head: to cancel|Entry: 861 [PAGE_MISSING]|#item-9fad98617,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1566,1707,555,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495157769
Volume 3,11,candidate,1168 [Candidate],,,,,,,#item-8777981b4,,Head: candidate|Entry: 1168 [Candidate]|#item-8777981b4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1577,1798,652,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495211886
Volume 3,11,candle,817 [PAGE_MISSING],,p.30 [Image 1.90],,,,,#item-10c42cd1e,,Head: candle|Page: p.30 [Image 1.90]|Entry: 817 [PAGE_MISSING]|#item-10c42cd1e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1576,1927,649,169/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495265834
Volume 3,11,canibal,485 [Canibal],,,,,,,#item-17a47aa16,,Head: canibal|Entry: 485 [Canibal]|#item-17a47aa16,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1581,2083,517,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495316742
Volume 3,11,canker,a,,,,,,,#item-0ed3c1f5d,,Head: canker|Entry: a|#item-0ed3c1f5d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1576,2189,448,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495334342
Volume 3,11,cannot,334 [Impotency]|1833 [Impotency],,,,,,,#item-540d30b44,,Head: cannot|Entry: 334 [Impotency]|Entry: 1833 [Impotency]|#item-540d30b44,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1573,2309,623,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495687363
Volume 3,11,canonization,1777 [Apotheosis],,,,,Saints,,#item-82529a291,,Head: canonization|See: Saints|Entry: 1777 [Apotheosis]|#item-82529a291,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1563,2423,775,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495766471
Volume 3,11,canticles,1867 [PAGE_MISSING],,,,,,,#item-450946431,,Head: canticles|Entry: 1867 [PAGE_MISSING]|#item-450946431,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1566,2545,451,81/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495793364
Volume 3,11,canting,360 [Canting],,,,,,,#item-450e7bcfe,,Head: canting|Entry: 360 [Canting]|#item-450e7bcfe,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1570,2589,447,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495862963
Volume 3,11,cap,1724 [Cap],,,,,,,#item-141869f90,,Head: cap|Entry: 1724 [Cap]|#item-141869f90,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1568,2668,366,79/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531495924327
Volume 3,11,capital offence,a|638 [Capital Offences],,,,,,,#item-51a813e34,,Head: capital offence|Entry: a|Entry: 638 [Capital Offences]|#item-51a813e34,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1570,2713,718,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496060203
Volume 3,11,captain,a,,,,,,,#item-71ae3b0e1,,Head: captain|Entry: a|#item-71ae3b0e1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1570,2854,427,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496074850
Volume 3,11,captivity,351 [Captivity],,,,,,,#item-210fcdadb,,Head: captivity|Entry: 351 [Captivity]|#item-210fcdadb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1578,2969,446,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496131666
Volume 3,11,capucins,1322 [Capucins],,,,,,,#item-9493f383d,,Head: capucins|Entry: 1322 [Capucins]|#item-9493f383d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1575,3109,529,131/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496188590
Volume 3,11,cardinal,a,,,,,,,#item-85bd4d3f8,,Head: cardinal|Entry: a|#item-85bd4d3f8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1569,3232,437,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496203670
Volume 3,11,cards,a,,,,,,,#item-34500c139,,Head: cards|Entry: a|#item-34500c139,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1570,3362,306,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496220017
Volume 3,11,care,a|654 [Care]|2398 [Care],,,,,,,#item-9ee87b862,,Head: care|Entry: a|Entry: 654 [Care]|Entry: 2398 [Care]|#item-9ee87b862,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1568,3478,628,84/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496314000
Volume 3,11,I care not,4482 [Disregard],,,,,,,#item-1ac778616,,Head: I care not|Entry: 4482 [Disregard]|#item-1ac778616,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1538,3551,446,95/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496394981
Volume 3,11,careless,,,,,,negligent|remiss|Security,,#item-ab9188038,,Head: careless|See: negligent|See: remiss|See: Security|#item-ab9188038,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1561,3566,730,188/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496460309
Volume 3,12,carkass,427 [Carkass],,p.44 [Image 1.104],,,,,#item-d8b91b653,,Head: carkass|Page: p.44 [Image 1.104]|Entry: 427 [Carkass]|#item-d8b91b653,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/410,318,621,170/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496631313
Volume 3,12,Carnaval,,,,,,bacchanals,,#item-fe7df6756,,Head: Carnaval|See: bacchanals|#item-fe7df6756,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/401,436,750,159/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496675405
Volume 3,12,carpenter,927 [Joinery],,,,,,,#item-f9a8ae22c,,Head: carpenter|Entry: 927 [Joinery]|#item-f9a8ae22c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/407,718,551,112/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496865875
Volume 3,12,carpenters rule,,,p.39 [Image 1.99],,,,,#item-89a667290,,Head: carpenters rule|Page: p.39 [Image 1.99]|#item-89a667290,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/422,786,596,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496908282
Volume 3,21,forbidden books,4761 [PAGE_MISSING],,,,,,,#item-bbd7cdcf8,,Head: forbidden books|Entry: 4761 [PAGE_MISSING]|#item-bbd7cdcf8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/177,1817,504,83/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531501870961
Volume 3,21,foregoing,1779 [Foregoing],,,,,,,#item-6de66383b,,Head: foregoing|Entry: 1779 [Foregoing]|#item-6de66383b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/154,1950,504,85/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531501943386
Volume 3,21,forever,1632 [Forever],,,,,,,#item-de1e4036e,,Head: forever|Entry: 1632 [Forever]|#item-de1e4036e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/166,1994,474,112/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531501969557
Volume 3,21,forerun[n]er,774 [PAGE_MISSING],,,,,,,#item-6c57fd439,,Head: forerun[n]er|Entry: 774 [PAGE_MISSING]|#item-6c57fd439,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/173,2108,561,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531502058156
Volume 3,21,to foresee,1235 [Fore-seeing]|2348 [Foresee],,,,,,,#item-348fe5949,,Head: to foresee|Entry: 1235 [Fore-seeing]|Entry: 2348 [Foresee]|#item-348fe5949,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/162,2237,720,108/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531502099632
Volume 3,21,foretaste,546 [[WORD_MISSING]],,,,,,,#item-3bc69b7e6,,Head: foretaste|Entry: 546 [[WORD_MISSING]]|#item-3bc69b7e6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/163,2347,534,158/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531502126794
Volume 3,21,foretoken,836 [PAGE_MISSING],,,,,,,#item-797fc091f,,Head: foretoken|Entry: 836 [PAGE_MISSING]|#item-797fc091f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/154,2501,554,98/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531502168985
Volume 3,21,foreward,541 [Alacrity],,,,,,,#item-a6c1aee22,,Head: foreward|Entry: 541 [Alacrity]|#item-a6c1aee22,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/189,2580,446,85/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531502385420
Volume 3,21,forgetfulness,a|697 [Forgetfulness]|1388 [Forgetfulness]|2287 [Forgetfulness],,,,,,,#item-6b7f91633,,Head: forgetfulness|Entry: a|Entry: 697 [Forgetfulness]|Entry: 1388 [Forgetfulness]|Entry: 2287 [Forgetfulness]|#item-6b7f91633,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/162,2638,795,128/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531502721066
Volume 3,21,forgiveness,1081 [Forgiveness]|1764 [Forgiveness]|4561 [PAGE_MISSING],,,,,,,#item-a6e50459d,,Head: forgiveness|Entry: 1081 [Forgiveness]|Entry: 1764 [Forgiveness]|Entry: 4561 [PAGE_MISSING]|#item-a6e50459d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/160,2777,664,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531503202681
Volume 3,21,a fork,672 [A Fork],,,,,,,#item-264918112,,Head: a fork|Entry: 672 [A Fork]|#item-264918112,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/207,2909,373,62/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531503224614
Volume 3,21,form,763 [PAGE_MISSING],,,,,,,#item-1643bae57,,Head: form|Entry: 763 [PAGE_MISSING]|#item-1643bae57,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/178,2920,364,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531503265303
Volume 3,46,Surinam,2052 [Surinam],,,,,,,#item-c8acf8911,,Head: Surinam|Entry: 2052 [Surinam]|#item-c8acf8911,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/482,3024,537,82/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531683498520
Volume 3,46,surity. sicher,"914 [Security, he that promises for another]",,,,,,,#item-83d2a8eb6,,"Head: surity. sicher|Entry: 914 [Security, he that promises for another]|#item-83d2a8eb6","https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/467,3108,640,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531683828216
Volume 3,46,surity. bürger,a,,,,,,,#item-ad9433e98,,Head: surity. bürger|Entry: a|#item-ad9433e98,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/462,3203,549,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531683834456
Volume 3,46,surnames,252 [Surnames],,,,,,,#item-2f96f1d29,,Head: surnames|Entry: 252 [Surnames]|#item-2f96f1d29,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/480,3340,477,150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531683961538
Volume 3,46,surplice,1598 [Surplice],,,,,,,#item-fa52afd74,,Head: surplice|Entry: 1598 [Surplice]|#item-fa52afd74,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/481,3485,501,157/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531684037645
Volume 3,46,surprise,,,,,,perplex|unawares,,#item-9ce5e95f5,,Head: surprise|See: perplex|See: unawares|#item-9ce5e95f5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/1103,258,886,164/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531684103023
Volume 3,46,to surrender,1474 [Yielding],,,,,yield,,#item-261142283,,Head: to surrender|See: yield|Entry: 1474 [Yielding]|#item-261142283,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/1088,415,770,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531684191829
